post_id,timestamp,date,hour,weekday,weekday_num,platform,content_type,category,hashtags,followers,likes,comments,shares,saves,clicks,reach,total_engagement,engagement_rate,is_anomaly,anomaly_factor
POST_01599,2025-11-06 07:59:57.677712,2025-11-06,7,Thursday,3,Twitter,Reel/Short,Fashion,#Fashion,100074,3254,3571,10118,231,14337,121323,17174,14.1556,normal,1.0
POST_00516,2025-11-06 13:37:51.677712,2025-11-06,13,Thursday,3,TikTok,Carousel,Travel,#Adventure,123992,13241,8742,3601,1110,18994,161322,26694,16.547,normal,1.0
POST_01457,2025-11-06 14:58:15.677712,2025-11-06,14,Thursday,3,TikTok,Reel/Short,Entertainment,#Viral|#Trending,2758,162,103,273,37,109,5230,575,10.9943,normal,1.0
POST_00888,2025-11-06 19:18:18.677712,2025-11-06,19,Thursday,3,TikTok,Video,Food,#Delicious|#Recipe|#Cooking|#Vegan,3768,495,177,963,57,1718,19186,1692,8.8189,normal,1.0
POST_01113,2025-11-06 19:41:47.677712,2025-11-06,19,Thursday,3,Twitter,Reel/Short,Sports,#Cricket|#NBA,69759,6702,5273,13077,1423,7467,84940,26475,31.1691,normal,1.0
POST_01994,2025-11-06 20:44:00.677712,2025-11-06,20,Thursday,3,Instagram,Text,Entertainment,#Fun,82844,5357,7420,3093,534,5375,146018,16404,11.2342,normal,1.0
POST_00777,2025-11-06 22:47:32.677712,2025-11-06,22,Thursday,3,YouTube,Image,Entertainment,#MustWatch|#Viral,5624,92,192,294,12,355,5782,590,10.2041,normal,1.0
POST_00370,2025-11-06 23:20:04.677712,2025-11-06,23,Thursday,3,Instagram,Video,Travel,#Adventure|#Explore|#Wanderlust,23938,662,696,1571,139,832,15770,3068,19.4547,normal,1.0
POST_00411,2025-11-07 00:46:21.677712,2025-11-07,0,Friday,4,LinkedIn,Video,Travel,#Wanderlust|#Explore|#Adventure|#Backpacking,94293,1230,1703,2762,154,857,32708,5849,17.8825,normal,1.0
POST_01679,2025-11-07 03:50:26.677712,2025-11-07,3,Friday,4,TikTok,Image,Entertainment,#Trending,930,26,5,27,4,42,629,62,9.8569,normal,1.0
POST_00287,2025-11-07 07:54:48.677712,2025-11-07,7,Friday,4,Twitter,Image,Fashion,#Style,26642,736,824,982,118,1242,20829,2660,12.7707,normal,1.0
POST_00817,2025-11-07 10:09:09.677712,2025-11-07,10,Friday,4,Instagram,Text,Tech,#OpenSource|#AI,18428,488,782,237,65,815,16011,1572,9.8182,normal,1.0
POST_00464,2025-11-07 10:28:04.677712,2025-11-07,10,Friday,4,Instagram,Video,Health,#Yoga|#Fitness|#Nutrition|#Wellness,13486,789,491,589,98,805,13584,1967,14.4803,normal,1.0
POST_00906,2025-11-07 12:56:24.677712,2025-11-07,12,Friday,4,Instagram,Image,Travel,#Wanderlust|#Explore|#Backpacking,1551,103,47,11,8,226,2605,169,6.4875,normal,1.0
POST_01070,2025-11-07 14:47:23.677712,2025-11-07,14,Friday,4,Instagram,Text,Education,#Learning,16252,723,333,380,118,2034,18894,1554,8.2248,normal,1.0
POST_01045,2025-11-07 20:28:56.677712,2025-11-07,20,Friday,4,LinkedIn,Reel/Short,Travel,#Travel|#Wanderlust|#Adventure,53938,5173,3702,999,906,5881,59197,10780,18.2104,normal,1.0
POST_00078,2025-11-07 22:09:02.677712,2025-11-07,22,Friday,4,Twitter,Reel/Short,Education,#Learning|#Skills,11052,347,241,269,41,882,16140,898,5.5638,normal,1.0
POST_01719,2025-11-08 00:57:29.677712,2025-11-08,0,Saturday,5,YouTube,Video,Food,#Recipe|#Vegan|#Cooking,4219,77,150,124,17,42,1897,368,19.3991,normal,1.0
POST_01478,2025-11-08 01:26:46.677712,2025-11-08,1,Saturday,5,YouTube,Image,Lifestyle,#Motivation|#Goals,19011,195,360,177,30,2406,23260,762,3.276,normal,1.0
POST_01289,2025-11-08 02:03:54.677712,2025-11-08,2,Saturday,5,YouTube,Video,Tech,#DevOps|#CloudComputing,2170,52,100,40,7,129,1690,199,11.7751,normal,1.0
POST_00796,2025-11-08 03:24:00.677712,2025-11-08,3,Saturday,5,Twitter,Image,Education,#Learning|#OnlineCourse,3078,82,38,51,12,146,1554,183,11.7761,normal,1.0
POST_00724,2025-11-08 04:17:45.677712,2025-11-08,4,Saturday,5,Instagram,Carousel,Tech,#AI|#Python,10814,93,206,130,6,475,7968,435,5.4593,normal,1.0
POST_00016,2025-11-08 07:31:15.677712,2025-11-08,7,Saturday,5,Twitter,Reel/Short,Fashion,#Trendy,2078,109,65,477,25,193,1796,676,37.6392,normal,1.0
POST_01159,2025-11-08 09:40:46.677712,2025-11-08,9,Saturday,5,Instagram,Text,Finance,#Crypto|#Wealth|#StockMarket,13876,969,926,219,169,1753,31436,2283,7.2624,normal,1.0
POST_00252,2025-11-08 10:18:09.677712,2025-11-08,10,Saturday,5,YouTube,Text,Health,#Fitness|#Wellness|#Nutrition|#MentalHealth,9013,240,1015,97,29,601,12781,1381,10.8051,normal,1.0
POST_01275,2025-11-08 10:34:27.677712,2025-11-08,10,Saturday,5,YouTube,Text,Education,#Learning|#StudyTips,6974,213,575,203,52,1018,8763,1043,11.9023,normal,1.0
POST_01092,2025-11-08 11:52:28.677712,2025-11-08,11,Saturday,5,Instagram,Image,Food,#Delicious|#Cooking|#Vegan|#Foodie,10520,731,393,115,162,670,11107,1401,12.6137,normal,1.0
POST_01566,2025-11-08 12:54:57.677712,2025-11-08,12,Saturday,5,TikTok,Image,Education,#OnlineCourse|#Skills,100627,9414,2964,3731,1205,11068,126848,17314,13.6494,normal,1.0
POST_00986,2025-11-08 13:01:57.677712,2025-11-08,13,Saturday,5,LinkedIn,Text,Food,#Cooking,5785,299,308,356,30,510,4377,993,22.6868,normal,1.0
POST_01173,2025-11-08 13:58:49.677712,2025-11-08,13,Saturday,5,LinkedIn,Reel/Short,Education,#Growth,9189,935,669,576,98,1293,11864,2278,19.2009,normal,1.0
POST_00139,2025-11-08 14:36:15.677712,2025-11-08,14,Saturday,5,Instagram,Reel/Short,Finance,#Wealth|#FinancialFreedom|#Crypto,20701,3393,1642,1505,436,1741,20462,6976,34.0925,normal,1.0
POST_00996,2025-11-08 15:30:25.677712,2025-11-08,15,Saturday,5,TikTok,Video,Entertainment,#Entertainment,40599,2908,2164,1790,429,6583,58392,7291,12.4863,normal,1.0
POST_00037,2025-11-08 16:38:03.677712,2025-11-08,16,Saturday,5,Twitter,Text,Entertainment,#Fun,15379,224,1485,1005,15,1736,15747,2729,17.3303,normal,1.0
POST_00191,2025-11-08 20:17:01.677712,2025-11-08,20,Saturday,5,Twitter,Carousel,Tech,#Python,7719,552,939,658,56,520,11655,2205,18.9189,normal,1.0
POST_01716,2025-11-09 01:37:49.677712,2025-11-09,1,Sunday,6,TikTok,Text,Finance,#Wealth|#Investing|#Crypto|#StockMarket,8852,139,431,247,11,519,10154,828,8.1544,normal,1.0
POST_01238,2025-11-09 03:52:38.677712,2025-11-09,3,Sunday,6,LinkedIn,Text,Sports,#Football,45322,307,1278,512,43,780,22337,2140,9.5805,normal,1.0
POST_00444,2025-11-09 04:20:47.677712,2025-11-09,4,Sunday,6,LinkedIn,Image,Fashion,#Style,2097,21,27,36,4,26,684,88,12.8655,normal,1.0
POST_00646,2025-11-09 04:34:02.677712,2025-11-09,4,Sunday,6,LinkedIn,Carousel,Lifestyle,#Mindfulness|#SelfCare,3166,90,39,35,18,46,1122,182,16.221,normal,1.0
POST_00486,2025-11-09 05:15:00.677712,2025-11-09,5,Sunday,6,YouTube,Reel/Short,Health,#Yoga|#Nutrition,8294,202,308,180,17,608,7025,707,10.0641,normal,1.0
POST_01065,2025-11-09 06:44:05.677712,2025-11-09,6,Sunday,6,Twitter,Carousel,Education,#OnlineCourse|#Skills|#StudyTips|#Learning,15926,650,854,920,98,1173,16019,2522,15.7438,normal,1.0
POST_00270,2025-11-09 07:56:13.677712,2025-11-09,7,Sunday,6,YouTube,Reel/Short,Food,#Recipe|#Cooking|#Delicious|#Foodie,22271,1629,3283,740,298,1694,46731,5950,12.7324,normal,1.0
POST_00019,2025-11-09 08:17:50.677712,2025-11-09,8,Sunday,6,YouTube,Image,Finance,#Wealth|#Investing,20246,1420,900,1477,256,2050,48339,4053,8.3845,normal,1.0
POST_01916,2025-11-09 08:36:20.677712,2025-11-09,8,Sunday,6,TikTok,Image,Fashion,#StreetStyle|#Style|#OOTD|#Trendy,2477,177,153,76,16,673,5634,422,7.4902,normal,1.0
POST_00051,2025-11-10 00:15:19.677712,2025-11-10,0,Monday,0,YouTube,Carousel,Travel,#Travel,3464,85,51,46,13,134,1771,195,11.0107,normal,1.0
POST_00264,2025-11-10 02:02:58.677712,2025-11-10,2,Monday,0,LinkedIn,Video,Health,#Fitness|#Nutrition|#Yoga,11802,106,275,331,9,115,3391,721,21.2622,normal,1.0
POST_00704,2025-11-10 02:12:04.677712,2025-11-10,2,Monday,0,LinkedIn,Video,Health,#Nutrition|#Yoga|#MentalHealth,6286,77,100,43,18,105,1012,238,23.5178,normal,1.0
POST_00225,2025-11-10 02:28:28.677712,2025-11-10,2,Monday,0,Twitter,Carousel,Education,#Learning|#Skills|#StudyTips,6124,77,101,212,13,355,3307,403,12.1863,normal,1.0
POST_00305,2025-11-10 04:30:25.677712,2025-11-10,4,Monday,0,YouTube,Text,Education,#OnlineCourse,12651,61,459,25,4,276,7674,549,7.154,normal,1.0
POST_00283,2025-11-10 04:32:35.677712,2025-11-10,4,Monday,0,YouTube,Carousel,Finance,#Wealth|#FinancialFreedom|#Crypto,4033,88,66,47,16,237,3585,217,6.053,normal,1.0
POST_00990,2025-11-10 06:09:07.677712,2025-11-10,6,Monday,0,TikTok,Image,Education,#Skills|#StudyTips|#Growth,12759,1090,215,124,256,1348,13101,1685,12.8616,normal,1.0
POST_00991,2025-11-10 08:18:11.677712,2025-11-10,8,Monday,0,Instagram,Text,Health,#Nutrition|#Fitness|#Wellness|#Yoga,2913,58,114,30,8,108,5241,210,4.0069,normal,1.0
POST_00440,2025-11-10 10:44:39.677712,2025-11-10,10,Monday,0,YouTube,Text,Sports,#Football|#NBA|#Cricket,4154,116,274,49,9,599,5664,448,7.9096,normal,1.0
POST_01807,2025-11-10 11:38:43.677712,2025-11-10,11,Monday,0,TikTok,Video,Finance,#Wealth|#StockMarket,22513,1821,2357,349,404,1594,30042,4931,16.4137,normal,1.0
POST_01568,2025-11-10 12:26:21.677712,2025-11-10,12,Monday,0,LinkedIn,Carousel,Lifestyle,#Mindfulness|#DailyLife,8382,395,889,337,34,908,9246,1655,17.8996,normal,1.0
POST_01761,2025-11-10 12:38:03.677712,2025-11-10,12,Monday,0,TikTok,Reel/Short,Tech,#DataScience|#MachineLearning|#DevOps,6634,723,346,729,89,1274,14630,1887,12.8982,normal,1.0
POST_00316,2025-11-10 14:01:39.677712,2025-11-10,14,Monday,0,LinkedIn,Carousel,Food,#Recipe,18709,1475,855,1704,206,917,23933,4240,17.7161,normal,1.0
POST_00960,2025-11-10 15:05:42.677712,2025-11-10,15,Monday,0,LinkedIn,Image,Education,#StudyTips|#Growth|#OnlineCourse|#Learning,37504,1340,2403,2597,198,5967,77963,6538,8.386,normal,1.0
POST_01697,2025-11-11 00:26:16.677712,2025-11-11,0,Tuesday,1,Instagram,Reel/Short,Finance,#Investing|#StockMarket|#Wealth|#FinancialFreedom,15268,836,373,172,118,955,9676,1499,15.4919,normal,1.0
POST_01541,2025-11-11 02:39:57.677712,2025-11-11,2,Tuesday,1,Instagram,Carousel,Finance,#Crypto|#Wealth|#StockMarket|#Investing,72270,1740,1347,1266,249,4246,41033,4602,11.2154,normal,1.0
POST_00706,2025-11-11 02:59:16.677712,2025-11-11,2,Tuesday,1,Twitter,Image,Education,#OnlineCourse|#Learning,10562,75,105,249,8,229,4074,437,10.7266,normal,1.0
POST_00611,2025-11-11 03:20:42.677712,2025-11-11,3,Tuesday,1,TikTok,Carousel,Tech,#MachineLearning,26373,808,1335,653,67,397,10184,2863,28.1127,normal,1.0
POST_01234,2025-11-11 03:31:32.677712,2025-11-11,3,Tuesday,1,TikTok,Reel/Short,Sports,#Athletics|#FitLife|#Cricket,1071,30,18,25,5,41,649,78,12.0185,normal,1.0
POST_00403,2025-11-11 07:08:22.677712,2025-11-11,7,Tuesday,1,YouTube,Carousel,Food,#Vegan,25974,630,2650,483,71,1154,38928,3834,9.849,normal,1.0
POST_01875,2025-11-11 11:23:21.677712,2025-11-11,11,Tuesday,1,TikTok,Reel/Short,Education,#Skills|#Learning|#OnlineCourse|#Growth,1340,164,54,425,13,106,2537,656,25.8573,normal,1.0
POST_01033,2025-11-11 14:27:27.677712,2025-11-11,14,Tuesday,1,Instagram,Carousel,Health,#MentalHealth,13739,918,235,634,184,1205,14878,1971,13.2477,normal,1.0
POST_00566,2025-11-11 17:52:25.677712,2025-11-11,17,Tuesday,1,LinkedIn,Text,Food,#Foodie|#Cooking|#Recipe,13096,202,457,547,18,466,10672,1224,11.4693,normal,1.0
POST_01757,2025-11-11 18:51:05.677712,2025-11-11,18,Tuesday,1,TikTok,Reel/Short,Education,#Skills|#Learning|#StudyTips|#Growth,17344,2391,574,1040,539,2127,69159,4544,6.5704,normal,1.0
POST_00502,2025-11-11 19:21:52.677712,2025-11-11,19,Tuesday,1,LinkedIn,Image,Food,#Cooking,27298,984,680,668,241,3155,54673,2573,4.7062,normal,1.0
POST_01110,2025-11-11 23:34:25.677712,2025-11-11,23,Tuesday,1,YouTube,Reel/Short,Travel,#Explore|#Backpacking|#Adventure|#Wanderlust,2935,80,91,124,10,133,3909,305,7.8025,normal,1.0
POST_01007,2025-11-11 23:45:04.677712,2025-11-11,23,Tuesday,1,TikTok,Image,Lifestyle,#Goals|#Mindfulness,66590,10830,1748,1109,1459,3071,54799,15146,27.6392,normal,1.0
POST_00509,2025-11-12 04:54:11.677712,2025-11-12,4,Wednesday,2,Twitter,Video,Entertainment,#Trending|#Entertainment,10295,123,215,225,27,140,2773,590,21.2766,normal,1.0
POST_00922,2025-11-12 07:33:12.677712,2025-11-12,7,Wednesday,2,LinkedIn,Image,Lifestyle,#Motivation|#Mindfulness|#DailyLife,64636,1470,794,643,88,2975,70654,2995,4.239,normal,1.0
POST_00205,2025-11-12 07:47:34.677712,2025-11-12,7,Wednesday,2,TikTok,Video,Lifestyle,#Mindfulness|#Goals,9372,1109,316,152,165,1430,13908,1742,12.5252,normal,1.0
POST_00600,2025-11-12 09:10:22.677712,2025-11-12,9,Wednesday,2,TikTok,Image,Travel,#Adventure,29884,2573,537,816,226,4526,79868,4152,5.1986,normal,1.0
POST_00677,2025-11-12 14:57:00.677712,2025-11-12,14,Wednesday,2,YouTube,Carousel,Lifestyle,#Goals,2200,98,56,21,14,284,2670,189,7.0787,normal,1.0
POST_01373,2025-11-12 18:11:47.677712,2025-11-12,18,Wednesday,2,TikTok,Text,Fashion,#OOTD|#Fashion|#Trendy|#Style,52335,3858,2861,2515,309,3028,107391,9543,8.8862,normal,1.0
POST_01726,2025-11-12 20:21:16.677712,2025-11-12,20,Wednesday,2,YouTube,Text,Lifestyle,#Mindfulness|#Motivation|#Goals,5192,118,376,77,6,711,6146,577,9.3882,normal,1.0
POST_00932,2025-11-12 20:57:26.677712,2025-11-12,20,Wednesday,2,Twitter,Image,Tech,#Python|#MachineLearning|#DataScience,3579,108,53,173,12,479,4698,346,7.3648,normal,1.0
POST_01297,2025-11-12 21:28:40.677712,2025-11-12,21,Wednesday,2,TikTok,Video,Finance,#Wealth|#FinancialFreedom|#Crypto,9748,1207,1014,1719,64,766,24562,4004,16.3016,normal,1.0
POST_00697,2025-11-12 22:16:42.677712,2025-11-12,22,Wednesday,2,YouTube,Reel/Short,Education,#Skills|#OnlineCourse|#StudyTips,8864,5275,2571,7213,56,501,13515,15115,111.8387,spike,13.2
POST_01192,2025-11-13 00:58:42.677712,2025-11-13,0,Thursday,3,Instagram,Image,Food,#Recipe|#Delicious|#Foodie,3674,103,68,23,12,112,2330,206,8.8412,normal,1.0
POST_00655,2025-11-13 02:04:34.677712,2025-11-13,2,Thursday,3,YouTube,Carousel,Fashion,#StreetStyle,6811,145,57,24,28,661,6159,254,4.124,normal,1.0
POST_00903,2025-11-13 04:26:25.677712,2025-11-13,4,Thursday,3,YouTube,Image,Food,#Vegan|#Delicious,26604,218,696,90,11,795,15882,1015,6.3909,normal,1.0
POST_00939,2025-11-13 05:03:07.677712,2025-11-13,5,Thursday,3,YouTube,Text,Education,#StudyTips|#OnlineCourse|#Growth|#Learning,2463,44,52,15,2,313,2766,113,4.0853,normal,1.0
POST_00904,2025-11-13 06:49:46.677712,2025-11-13,6,Thursday,3,YouTube,Image,Education,#StudyTips|#Learning|#Growth|#OnlineCourse,1408,92,52,28,22,533,4450,194,4.3596,normal,1.0
POST_00812,2025-11-13 08:48:30.677712,2025-11-13,8,Thursday,3,Instagram,Reel/Short,Finance,#FinancialFreedom|#Crypto|#Wealth,4797,461,331,161,33,1286,13051,986,7.555,normal,1.0
POST_01778,2025-11-13 09:27:19.677712,2025-11-13,9,Thursday,3,Instagram,Video,Food,#Vegan|#Recipe|#Foodie,9117,958,503,222,119,1086,19648,1802,9.1714,normal,1.0
POST_01014,2025-11-13 10:48:53.677712,2025-11-13,10,Thursday,3,Instagram,Reel/Short,Lifestyle,#Mindfulness|#DailyLife|#Goals|#SelfCare,5620,498,297,358,57,149,5136,1210,23.5592,normal,1.0
POST_01080,2025-11-13 11:09:50.677712,2025-11-13,11,Thursday,3,LinkedIn,Video,Sports,#NBA|#Athletics|#Cricket|#FitLife,8843,393,1273,336,24,297,4940,2026,41.0121,normal,1.0
POST_01265,2025-11-13 12:07:24.677712,2025-11-13,12,Thursday,3,TikTok,Reel/Short,Food,#Recipe|#Foodie|#Vegan|#Delicious,1224,191,46,145,36,88,2195,418,19.0433,normal,1.0
POST_00475,2025-11-13 13:13:53.677712,2025-11-13,13,Thursday,3,Instagram,Text,Fashion,#OOTD|#Fashion,10556,418,842,76,96,1402,18242,1432,7.85,normal,1.0
POST_01088,2025-11-13 17:08:31.677712,2025-11-13,17,Thursday,3,Twitter,Carousel,Finance,#Wealth|#Investing,110810,2427,8626,6470,443,2901,70066,17966,25.6415,normal,1.0
POST_01358,2025-11-13 17:11:05.677712,2025-11-13,17,Thursday,3,TikTok,Video,Tech,#OpenSource|#Python|#AI|#CloudComputing,21939,1682,1434,2353,347,1164,23448,5816,24.8038,normal,1.0
POST_00813,2025-11-13 17:20:00.677712,2025-11-13,17,Thursday,3,Instagram,Video,Entertainment,#Fun,16997,688,1260,230,166,1545,29169,2344,8.0359,normal,1.0
POST_01918,2025-11-13 21:53:24.677712,2025-11-13,21,Thursday,3,TikTok,Text,Food,#Foodie|#Delicious|#Cooking|#Recipe,4587,100,238,119,23,813,8424,480,5.698,normal,1.0
POST_01410,2025-11-13 22:15:10.677712,2025-11-13,22,Thursday,3,Instagram,Image,Tech,#MachineLearning|#Python|#DataScience,6271,175,369,129,36,538,10076,709,7.0365,normal,1.0
POST_00967,2025-11-14 00:43:03.677712,2025-11-14,0,Friday,4,Twitter,Video,Education,#Learning|#Growth,54465,618,2698,1828,100,1101,36742,5244,14.2725,normal,1.0
POST_00567,2025-11-14 03:27:43.677712,2025-11-14,3,Friday,4,Instagram,Reel/Short,Travel,#Explore|#Adventure|#Backpacking|#Wanderlust,60707,1197,705,1317,167,3146,45746,3386,7.4017,normal,1.0
POST_00688,2025-11-14 03:28:24.677712,2025-11-14,3,Friday,4,TikTok,Text,Travel,#Backpacking|#Wanderlust,39277,573,1017,1569,75,3168,46454,3234,6.9617,normal,1.0
POST_01161,2025-11-14 04:25:48.677712,2025-11-14,4,Friday,4,YouTube,Image,Lifestyle,#DailyLife|#Goals|#Motivation,21395,368,840,116,27,1806,23628,1351,5.7178,normal,1.0
POST_01085,2025-11-14 04:43:45.677712,2025-11-14,4,Friday,4,Instagram,Reel/Short,Finance,#FinancialFreedom|#Wealth,9738,150,273,153,27,197,4889,603,12.3338,normal,1.0
POST_01680,2025-11-14 09:55:18.677712,2025-11-14,9,Friday,4,TikTok,Reel/Short,Fashion,#OOTD|#Style|#StreetStyle,5742,1260,387,797,158,1401,16714,2602,15.5678,normal,1.0
POST_01004,2025-11-14 12:22:28.677712,2025-11-14,12,Friday,4,LinkedIn,Image,Lifestyle,#SelfCare|#Goals,1839,130,161,56,30,123,2184,377,17.2619,normal,1.0
POST_01579,2025-11-14 13:45:31.677712,2025-11-14,13,Friday,4,TikTok,Carousel,Food,#Recipe|#Vegan|#Delicious,10685,1550,512,213,104,612,15242,2379,15.6082,normal,1.0
POST_01108,2025-11-14 13:47:55.677712,2025-11-14,13,Friday,4,Instagram,Carousel,Finance,#FinancialFreedom,11744,1768,991,334,107,2750,45942,3200,6.9653,normal,1.0
POST_01315,2025-11-14 16:21:53.677712,2025-11-14,16,Friday,4,Twitter,Image,Education,#OnlineCourse|#Skills,148403,7190,4330,1654,361,9417,123926,13535,10.9218,normal,1.0
POST_00363,2025-11-14 16:49:47.677712,2025-11-14,16,Friday,4,TikTok,Reel/Short,Lifestyle,#Motivation|#DailyLife|#Mindfulness,82884,3941,4961,6850,902,12702,114525,16654,14.5418,normal,1.0
POST_01524,2025-11-14 20:38:20.677712,2025-11-14,20,Friday,4,Twitter,Video,Finance,#Wealth|#StockMarket,25821,775,2055,1723,126,1354,20786,4679,22.5103,normal,1.0
POST_00393,2025-11-14 22:31:29.677712,2025-11-14,22,Friday,4,LinkedIn,Text,Entertainment,#Trending|#MustWatch|#Entertainment|#Viral,1399,24,93,41,4,41,1897,162,8.5398,normal,1.0
POST_01803,2025-11-14 23:13:54.677712,2025-11-14,23,Friday,4,LinkedIn,Text,Education,#Growth|#StudyTips|#Learning|#Skills,62180,463,1673,1700,100,5168,53885,3936,7.3044,normal,1.0
POST_00366,2025-11-15 00:32:16.677712,2025-11-15,0,Saturday,5,YouTube,Reel/Short,Sports,#Cricket|#FitLife|#Athletics|#Football,39880,1242,1286,689,225,2867,26106,3442,13.1847,normal,1.0
POST_00722,2025-11-15 03:22:31.677712,2025-11-15,3,Saturday,5,Instagram,Video,Education,#Learning|#Skills|#OnlineCourse,10165,369,206,293,78,74,3137,946,30.1562,normal,1.0
POST_00338,2025-11-15 04:08:00.677712,2025-11-15,4,Saturday,5,TikTok,Carousel,Entertainment,#Viral|#MustWatch|#Fun|#Trending,16882,622,221,810,66,1845,18410,1719,9.3373,normal,1.0
POST_00959,2025-11-15 05:01:12.677712,2025-11-15,5,Saturday,5,YouTube,Image,Lifestyle,#Motivation|#SelfCare|#DailyLife|#Mindfulness,4788,20,9,1,16,147,2685,46,1.7132,crash,0.1
POST_01433,2025-11-15 07:22:47.677712,2025-11-15,7,Saturday,5,TikTok,Reel/Short,Education,#Learning|#OnlineCourse|#Growth,1797,146,176,122,12,146,2382,456,19.1436,normal,1.0
POST_01853,2025-11-15 07:26:59.677712,2025-11-15,7,Saturday,5,Instagram,Carousel,Entertainment,#Fun|#Trending,63271,2488,3102,1654,394,2333,63020,7638,12.12,normal,1.0
POST_01573,2025-11-15 10:07:41.677712,2025-11-15,10,Saturday,5,YouTube,Video,Fashion,#StreetStyle|#Trendy|#Fashion,3483,105,80,163,6,244,5519,354,6.4142,normal,1.0
POST_01988,2025-11-15 11:42:47.677712,2025-11-15,11,Saturday,5,TikTok,Text,Sports,#FitLife|#Football|#Athletics,3134,81,336,151,5,401,10609,573,5.4011,normal,1.0
POST_00274,2025-11-15 11:55:11.677712,2025-11-15,11,Saturday,5,Twitter,Reel/Short,Sports,#Athletics|#NBA|#Football|#Cricket,1422,115,28,233,10,125,1123,386,34.3722,normal,1.0
POST_00032,2025-11-15 13:39:59.677712,2025-11-15,13,Saturday,5,TikTok,Reel/Short,Education,#StudyTips|#OnlineCourse|#Growth|#Learning,9866,1059,503,1282,159,3852,36468,3003,8.2346,normal,1.0
POST_01072,2025-11-15 15:13:44.677712,2025-11-15,15,Saturday,5,LinkedIn,Text,Food,#Recipe|#Delicious|#Foodie|#Cooking,8848,317,469,581,51,378,10442,1418,13.5798,normal,1.0
POST_00099,2025-11-15 17:36:58.677712,2025-11-15,17,Saturday,5,Instagram,Video,Travel,#Backpacking|#Wanderlust|#Explore|#Adventure,13845,577,349,453,68,946,10233,1447,14.1405,normal,1.0
POST_00748,2025-11-15 20:13:37.677712,2025-11-15,20,Saturday,5,Instagram,Image,Fashion,#Trendy|#Fashion|#OOTD|#Style,25363,1501,1313,416,149,3936,41512,3379,8.1398,normal,1.0
POST_01417,2025-11-15 20:38:49.677712,2025-11-15,20,Saturday,5,YouTube,Carousel,Finance,#Crypto|#FinancialFreedom|#Wealth,63266,3860,4882,802,604,5769,172595,10148,5.8797,normal,1.0
POST_01896,2025-11-15 21:33:59.677712,2025-11-15,21,Saturday,5,YouTube,Video,Education,#OnlineCourse|#Skills,18387,1510,979,1062,284,1575,35603,3835,10.7716,normal,1.0
POST_01406,2025-11-15 22:50:25.677712,2025-11-15,22,Saturday,5,Twitter,Reel/Short,Tech,#AI|#OpenSource,7550,258,431,765,39,759,8355,1493,17.8695,normal,1.0
POST_00522,2025-11-16 01:34:17.677712,2025-11-16,1,Sunday,6,Twitter,Image,Entertainment,#Entertainment,33236,516,805,230,101,352,14007,1652,11.7941,normal,1.0
POST_00831,2025-11-16 07:24:25.677712,2025-11-16,7,Sunday,6,LinkedIn,Text,Food,#Foodie|#Recipe|#Delicious|#Vegan,58503,878,3927,1171,78,3747,61164,6054,9.898,normal,1.0
POST_01885,2025-11-16 18:38:22.677712,2025-11-16,18,Sunday,6,YouTube,Image,Food,#Delicious,8763,408,420,243,28,997,25389,1099,4.3286,normal,1.0
POST_01886,2025-11-16 23:09:43.677712,2025-11-16,23,Sunday,6,Instagram,Carousel,Fashion,#StreetStyle|#Trendy,2689,363,88,80,85,207,2980,616,20.6711,normal,1.0
POST_01226,2025-11-17 01:09:36.677712,2025-11-17,1,Monday,0,LinkedIn,Video,Entertainment,#Viral|#MustWatch|#Entertainment,9272,138,222,193,22,97,3421,575,16.808,normal,1.0
POST_01069,2025-11-17 03:12:58.677712,2025-11-17,3,Monday,0,LinkedIn,Video,Tech,#CloudComputing|#DataScience|#OpenSource|#Python,9205,235,203,175,46,170,5597,659,11.7742,normal,1.0
POST_01016,2025-11-17 07:02:19.677712,2025-11-17,7,Monday,0,LinkedIn,Video,Fashion,#OOTD|#Style|#Trendy|#Fashion,4962,135,543,623,9,441,4172,1310,31.3998,normal,1.0
POST_00730,2025-11-17 07:28:27.677712,2025-11-17,7,Monday,0,YouTube,Image,Sports,#Athletics|#FitLife,11524,499,266,530,77,1939,19190,1372,7.1496,normal,1.0
POST_00594,2025-11-17 10:50:30.677712,2025-11-17,10,Monday,0,LinkedIn,Video,Finance,#StockMarket|#Investing|#Crypto,55153,53486,43162,52187,299,2104,41990,149134,355.1655,spike,14.4
POST_00783,2025-11-17 14:32:25.677712,2025-11-17,14,Monday,0,TikTok,Text,Tech,#DevOps|#AI|#OpenSource|#DataScience,2390,52,101,80,12,322,5625,245,4.3556,normal,1.0
POST_00154,2025-11-17 15:00:01.677712,2025-11-17,15,Monday,0,Twitter,Carousel,Health,#Wellness|#Nutrition|#Yoga,6647,111,213,181,25,587,6901,530,7.68,normal,1.0
POST_01298,2025-11-17 17:49:32.677712,2025-11-17,17,Monday,0,LinkedIn,Reel/Short,Lifestyle,#Mindfulness|#Goals|#DailyLife,63566,1917,4376,3126,155,3287,41308,9574,23.1771,normal,1.0
POST_00654,2025-11-17 22:14:29.677712,2025-11-17,22,Monday,0,TikTok,Carousel,Travel,#Backpacking|#Travel,8807,769,154,483,151,516,7897,1557,19.7163,normal,1.0
